,word,label
1831,Co,0
1832,Multilayer,0
1833,Film,0
1834,Synthesis,7
1835,The,0
1836,procedure,0
1837,for,0
1838,the,0
1839,sample,0
1840,preparation,0
1841,was,0
1842,previously,0
1843,reported,0
1844,in,0
1845,detail,0
1846,We,0
1847,provide,0
1848,a,0
1849,brief,0
1850,description,0
1851,with,0
1852,the,0
1853,particular,0
1854,samples,0
1855,used,0
1856,in,0
1857,this,0
1858,work,0
1859,TiO-M-TiO2,2
1860,M,0
1861,=,0
1862,W,0
1863,and,0
1864,Co,0
1865,multilayer,0
1866,films,0
1867,were,0
1868,deposited,0
1869,on,0
1870,glass,0
1871,substrates,0
1872,using,0
1873,radio-frequency,0
1874,reactive,0
1875,magnetron,0
1876,sputtering,6
1877,For,0
1878,each,0
1879,sample,0
1880,four,0
1881,layers,0
1882,of,0
1883,TiO2,1
1884,and,0
1885,three,0
1886,layers,0
1887,of,0
1888,the,0
1889,selected,0
1890,metal,0
1891,were,0
1892,deposited,6
1893,Alternately,0
1894,one,0
1895,layer,0
1896,of,0
1897,TiO2,1
1898,and,0
1899,one,0
1900,layer,0
1901,of,0
1902,the,0
1903,metal,0
1904,were,0
1905,deposited,6
1906,as,0
1907,this,0
1908,procedure,0
1909,was,0
1910,repeated,0
1911,three,0
1912,times,0
1913,After,0
1914,the,0
1915,TiO2,1
1916,/metal,0
1917,layers,0
1918,were,0
1919,deposited,6
1920,an,0
1921,additional,0
1922,layer,0
1923,of,0
1924,TiO2,1
1925,was,0
1926,added,0
1927,as,0
1928,a,0
1929,cover,0
1930,The,0
1931,total,0
1932,thickness,0
1933,of,0
1934,the,0
1935,TiO2,1
1936,layers,0
1937,was,0
1938,about,0
1939,80,10
1940,nm,9
1941,The,0
1942,deposition,3
1943,rates,0
1944,of,0
1945,the,0
1946,W,0
1947,and,0
1948,Co,0
1949,layers,0
1950,were,0
1951,10,10
1952,and,0
1953,5.3,10
1954,nm/min,9
1955,respectively,0
1956,and,0
1957,two,0
1958,different,0
1959,deposition,0
1960,times,0
1961,of,0
1962,10,10
1963,and,0
1964,30,10
1965,s,8
1966,were,0
1967,selected,0
1968,After,0
1969,deposition,0
1970,all,0
1971,TiO2,1
1972,-M-TiO2,2
1973,films,0
1974,were,0
1975,annealed,0
1976,at,0
1977,500,10
1978,°C,8
1979,in,0
1980,air,4
1981,for,0
1982,2,10
1983,h,8
1984,Different,0
1985,ZnIn2S4,2
1986,polymorphs,0
1987,were,0
1988,synthesized,7
1989,via,0
1990,a,0
1991,hydrothermal,0
1992,process,0
1993,according,0
1994,to,0
1995,our,0
1996,previous,0
1997,report,0
1998,For,0
1999,cubic,0
2000,ZnIn2S4,1
2002,Zn(NO3)2·6H2O,1
2003,0.297,10
2004,g,9
2005,1,10
2006,mmol,9
2007,In-(NO3)3·4.5H2O,1
2008,0.762,10
2009,g,9
2010,2,10
2011,mmol,9
2012,and,0
2013,thioacetamide,1
2014,TAA,1
2015,0.15,10
2016,g,9
2017,2,10
2018,mmol,9
2019,were,0
2020,dissolved,6
2021,in,0
2022,70,10
2023,mL,9
2024,of,0
2025,deionized,0
2026,water,4
2027,and,0
2028,transferred,0
2029,to,0
2030,a,0
2031,100,10
2032,mL,9
2033,Teflon,0
2034,linear,0
2035,The,0
2036,Teflon,0
2037,linear,0
2038,was,0
2039,sealed,0
2040,in,0
2041,the,0
2042,stainless,0
2043,steel,0
2044,autoclave,5
2045,and,0
2046,heated,6
2047,at,0
2048,120,10
2049,°C,8
2050,After,0
2051,the,0
2052,reaction,0
2053,the,0
2054,autoclave,5
2055,was,0
2056,cooled,6
2057,to,0
2058,room,4
2059,temperature,4
2060,The,0
2061,product,0
2062,collected,0
2063,was,0
2064,washed,6
2065,with,0
2066,deionized,0
2067,water,4
2068,several,11
2069,times,11
2070,before,0
2071,it,0
2072,was,0
2073,dried,6
2074,at,0
2075,60,10
2076,°C,8
2077,to,0
2078,obtain,0
2079,the,0
2080,final,0
2081,product,0
2082,A,0
2083,similar,0
2084,procedure,0
2085,was,0
2086,applied,0
2087,in,0
2088,the,0
2089,preparation,0
2090,of,0
2091,hexagonal,0
2092,ZnIn2S4,2
2093,microspheres,0
2094,except,0
2095,that,0
2096,ZnCl2,1
2097,and,0
2098,InCl3·4H2O,1
2099,were,0
2100,used,0
2101,as,0
2102,the,0
2103,metal,0
2104,precursors,0
